Bata Fly,Bfs 2 Essential Bb 08,breakbeat,0.811,0.984,10,-1.564,0,0.0866,0.000111,0.952,0.0325,0.489,116.059,audio_features,3EzRnk20kLALyavo5XeNqu,spotify:track:3EzRnk20kLALyavo5XeNqu,https://api.spotify.com/v1/tracks/3EzRnk20kLALyavo5XeNqu,https://api.spotify.com/v1/audio-analysis/3EzRnk20kLALyavo5XeNqu,99310,4,
Bata Fly,Bfs 2 Essential Bb 07,breakbeat,0.784,0.999,10,-1.835,0,0.066,0.00763,0.907,0.0667,0.958,115.999,audio_features,6IS12YDL8xCQ6BiWfUoGYf,spotify:track:6IS12YDL8xCQ6BiWfUoGYf,https://api.spotify.com/v1/tracks/6IS12YDL8xCQ6BiWfUoGYf,https://api.spotify.com/v1/audio-analysis/6IS12YDL8xCQ6BiWfUoGYf,99310,4,
Bata Fly,Bfs 2 Essential Bb 11,breakbeat,0.866,0.998,2,-4.119,1,0.0625,0.000425,0.96,0.0502,0.57,116.043,audio_features,4aV9OccwCuCqkXztTv0lj6,spotify:track:4aV9OccwCuCqkXztTv0lj6,https://api.spotify.com/v1/tracks/4aV9OccwCuCqkXztTv0lj6,https://api.spotify.com/v1/audio-analysis/4aV9OccwCuCqkXztTv0lj6,99310,4,
Bata Fly,Bfs 2 Essential Bb 03,breakbeat,0.812,0.964,8,-2.118,0,0.0493,0.000191,0.936,0.0991,0.861,115.91,audio_features,3LieTBNzGIpjLanhEgvbBq,spotify:track:3LieTBNzGIpjLanhEgvbBq,https://api.spotify.com/v1/tracks/3LieTBNzGIpjLanhEgvbBq,https://api.spotify.com/v1/audio-analysis/3LieTBNzGIpjLanhEgvbBq,99310,4,
Bata Fly,Bfs 2 Essential Bb 06,breakbeat,0.814,0.949,10,-3.425,0,0.0862,0.0356,0.679,0.0671,0.795,115.948,audio_features,6mqnnc1qYJUNsUQDrO2l06,spotify:track:6mqnnc1qYJUNsUQDrO2l06,https://api.spotify.com/v1/tracks/6mqnnc1qYJUNsUQDrO2l06,https://api.spotify.com/v1/audio-analysis/6mqnnc1qYJUNsUQDrO2l06,99310,4,
Bata Fly,Bfs 2 Essential Bb 01,breakbeat,0.816,0.992,10,-4.002,0,0.0534,2.42e-06,0.97,0.0785,0.663,115.996,audio_features,10N9fpQ7ZQetNuX76w5cjY,spotify:track:10N9fpQ7ZQetNuX76w5cjY,https://api.spotify.com/v1/tracks/10N9fpQ7ZQetNuX76w5cjY,https://api.spotify.com/v1/audio-analysis/10N9fpQ7ZQetNuX76w5cjY,99310,4,
Bata Fly,Bfs 2 Essential Bb 10,breakbeat,0.802,1.0,6,-2.659,1,0.0778,7.35e-05,0.616,0.0838,0.963,115.997,audio_features,0GfRVhlac86fi60UPJg0AI,spotify:track:0GfRVhlac86fi60UPJg0AI,https://api.spotify.com/v1/tracks/0GfRVhlac86fi60UPJg0AI,https://api.spotify.com/v1/audio-analysis/0GfRVhlac86fi60UPJg0AI,99310,4,
Bata Fly,Bfs 2 Essential Bb 12,breakbeat,0.811,0.99,11,-3.168,1,0.0877,2.06e-05,0.839,0.0473,0.282,115.959,audio_features,2UKFKq2mvGmOKhY0WoPQCy,spotify:track:2UKFKq2mvGmOKhY0WoPQCy,https://api.spotify.com/v1/tracks/2UKFKq2mvGmOKhY0WoPQCy,https://api.spotify.com/v1/audio-analysis/2UKFKq2mvGmOKhY0WoPQCy,99310,4,
Bata Fly,Bfs 2 Essential Bb 05,breakbeat,0.91,0.997,1,-3.094,1,0.169,0.162,0.902,0.0685,0.331,115.934,audio_features,4s2rSedBFFG3Eh4DGy65qC,spotify:track:4s2rSedBFFG3Eh4DGy65qC,https://api.spotify.com/v1/tracks/4s2rSedBFFG3Eh4DGy65qC,https://api.spotify.com/v1/audio-analysis/4s2rSedBFFG3Eh4DGy65qC,99310,4,
SLATIN,Breakbeat - Doreus Remix,breakbeat,0.73,0.952,1,-4.805,1,0.237,0.00495,0.237,0.255,0.423,150.033,audio_features,7Gx3uInlUKBbSOUro5UK4t,spotify:track:7Gx3uInlUKBbSOUro5UK4t,https://api.spotify.com/v1/tracks/7Gx3uInlUKBbSOUro5UK4t,https://api.spotify.com/v1/audio-analysis/7Gx3uInlUKBbSOUro5UK4t,201733,4,
Bata Fly,Bfs 2 Essential Bb 11 (DJ Edition),breakbeat,0.864,0.998,2,-4.098,1,0.0625,0.000472,0.961,0.0511,0.589,116.027,audio_features,6wA2tJifcn0gkhOxYoSwwY,spotify:track:6wA2tJifcn0gkhOxYoSwwY,https://api.spotify.com/v1/tracks/6wA2tJifcn0gkhOxYoSwwY,https://api.spotify.com/v1/audio-analysis/6wA2tJifcn0gkhOxYoSwwY,33103,4,
J Majik,Crazy World - Extended Edit,breakbeat,0.392,0.938,9,-1.761,0,0.0691,0.00214,5.43e-05,0.157,0.294,86.996,audio_features,4FSpdMV7eWMOBtzLo1EbnF,spotify:track:4FSpdMV7eWMOBtzLo1EbnF,https://api.spotify.com/v1/tracks/4FSpdMV7eWMOBtzLo1EbnF,https://api.spotify.com/v1/audio-analysis/4FSpdMV7eWMOBtzLo1EbnF,349720,4,
Kink,Pocket Piano - Breakbeat Mix,breakbeat,0.71,0.906,5,-6.95,0,0.0605,0.0101,0.9,0.0646,0.313,125.001,audio_features,51j9o6FqerWsiFay2K3Oig,spotify:track:51j9o6FqerWsiFay2K3Oig,https://api.spotify.com/v1/tracks/51j9o6FqerWsiFay2K3Oig,https://api.spotify.com/v1/audio-analysis/51j9o6FqerWsiFay2K3Oig,368487,4,
Johnny O.,Fantasy Girl - Giuseppe D. Breakbeat Remix,breakbeat,0.811,0.619,7,-8.706,1,0.0327,0.217,0.00182,0.0726,0.88,129.993,audio_features,4ZofeAFzGzKBGtSvjNcQtR,spotify:track:4ZofeAFzGzKBGtSvjNcQtR,https://api.spotify.com/v1/tracks/4ZofeAFzGzKBGtSvjNcQtR,https://api.spotify.com/v1/audio-analysis/4ZofeAFzGzKBGtSvjNcQtR,255260,4,
Huff Da Author,In My Zone,breakbeat,0.679,0.77,11,-7.41,0,0.226,0.0769,0,0.173,0.643,90.993,audio_features,6XCcjPmkrZ0OcBgx33Odjp,spotify:track:6XCcjPmkrZ0OcBgx33Odjp,https://api.spotify.com/v1/tracks/6XCcjPmkrZ0OcBgx33Odjp,https://api.spotify.com/v1/audio-analysis/6XCcjPmkrZ0OcBgx33Odjp,201511,4,
Showtek,Breakbeat Junkie,breakbeat,0.65,0.606,1,-7.633,1,0.0683,0.0002,0.00702,0.103,0.377,146.971,audio_features,4TsWfIcfACMhRbAPTYsNiN,spotify:track:4TsWfIcfACMhRbAPTYsNiN,https://api.spotify.com/v1/tracks/4TsWfIcfACMhRbAPTYsNiN,https://api.spotify.com/v1/audio-analysis/4TsWfIcfACMhRbAPTYsNiN,464956,4,
The Breakbeat Junkie,Breakbeat Junkie,breakbeat,0.792,0.963,7,-8.707,1,0.0477,0.00289,0.886,0.652,0.568,134.98,audio_features,5Ij1sGZygmAVQUAEthIz3j,spotify:track:5Ij1sGZygmAVQUAEthIz3j,https://api.spotify.com/v1/tracks/5Ij1sGZygmAVQUAEthIz3j,https://api.spotify.com/v1/audio-analysis/5Ij1sGZygmAVQUAEthIz3j,327065,4,
Luke Vibert,Breakbeat Metal Music,breakbeat,0.879,0.785,0,-9.469,1,0.123,0.0279,0.0135,0.523,0.67,126.515,audio_features,0LB2zvnbCTmiwpRWUypVD6,spotify:track:0LB2zvnbCTmiwpRWUypVD6,https://api.spotify.com/v1/tracks/0LB2zvnbCTmiwpRWUypVD6,https://api.spotify.com/v1/audio-analysis/0LB2zvnbCTmiwpRWUypVD6,279667,4,
Breakbeat Kings,Deep Cover (a/k/a 187) (Instrumental Version),breakbeat,0.899,0.656,11,-11.672,0,0.063,0.00442,0.0877,0.621,0.681,95.408,audio_features,4wMOBLNtpzduNu4BJDsqVR,spotify:track:4wMOBLNtpzduNu4BJDsqVR,https://api.spotify.com/v1/tracks/4wMOBLNtpzduNu4BJDsqVR,https://api.spotify.com/v1/audio-analysis/4wMOBLNtpzduNu4BJDsqVR,253053,4,
Declan McKenna,British Bombs,british,0.674,0.865,6,-6.167,1,0.0412,0.0462,0,0.381,0.694,131.975,audio_features,4ZdmTNaBTErD8n9AQE0YaX,spotify:track:4ZdmTNaBTErD8n9AQE0YaX,https://api.spotify.com/v1/tracks/4ZdmTNaBTErD8n9AQE0YaX,https://api.spotify.com/v1/audio-analysis/4ZdmTNaBTErD8n9AQE0YaX,297715,4,
Bent,British Summertime,british,0.638,0.761,0,-6.643,1,0.0277,0.00166,0.858,0.144,0.587,106.008,audio_features,6AWElb3A8ZE1iZe8PjuWix,spotify:track:6AWElb3A8ZE1iZe8PjuWix,https://api.spotify.com/v1/tracks/6AWElb3A8ZE1iZe8PjuWix,https://api.spotify.com/v1/audio-analysis/6AWElb3A8ZE1iZe8PjuWix,278760,4,
Kai Harrison,British Effect,british,0.709,0.618,10,-9.887,1,0.313,0.0498,1.87e-05,0.245,0.492,154.742,audio_features,6swYVpEket5Kh6NljqlqhP,spotify:track:6swYVpEket5Kh6NljqlqhP,https://api.spotify.com/v1/tracks/6swYVpEket5Kh6NljqlqhP,https://api.spotify.com/v1/audio-analysis/6swYVpEket5Kh6NljqlqhP,226036,4,
Jim Gaffigan,British People,british,0.615,0.836,1,-11.583,0,0.949,0.808,0,0.669,0.365,78.614,audio_features,126gMWNErYr7sJppOezqiC,spotify:track:126gMWNErYr7sJppOezqiC,https://api.spotify.com/v1/tracks/126gMWNErYr7sJppOezqiC,https://api.spotify.com/v1/audio-analysis/126gMWNErYr7sJppOezqiC,108248,5,
Aidonia,British Airways,british,0.837,0.725,8,-11.275,0,0.184,0.671,0,0.357,0.933,118.012,audio_features,39bFdYB39QlVEORRV34JkC,spotify:track:39bFdYB39QlVEORRV34JkC,https://api.spotify.com/v1/tracks/39bFdYB39QlVEORRV34JkC,https://api.spotify.com/v1/audio-analysis/39bFdYB39QlVEORRV34JkC,170893,4,
Jeremih,British Headboards,british,0.458,0.273,0,-12.878,0,0.145,0.671,0,0.108,0.161,93.063,audio_features,1B5B554dl0Z36trXMkpizv,spotify:track:1B5B554dl0Z36trXMkpizv,https://api.spotify.com/v1/tracks/1B5B554dl0Z36trXMkpizv,https://api.spotify.com/v1/audio-analysis/1B5B554dl0Z36trXMkpizv,253933,4,
Chris D'Elia,British Dudes,british,0.552,0.966,5,-2.588,1,0.914,0.827,0,0.677,0.334,93.228,audio_features,4cjRU2EEMoQntvKkhMRhZK,spotify:track:4cjRU2EEMoQntvKkhMRhZK,https://api.spotify.com/v1/tracks/4cjRU2EEMoQntvKkhMRhZK,https://api.spotify.com/v1/audio-analysis/4cjRU2EEMoQntvKkhMRhZK,220099,3,
US Army Strings,British Grenadiers,british,0.631,0.347,0,-7.33,1,0.0303,0.98,1.71e-05,0.133,0.872,161.217,audio_features,2SfQF1Uq4fK1Cvd5wcu6dv,spotify:track:2SfQF1Uq4fK1Cvd5wcu6dv,https://api.spotify.com/v1/tracks/2SfQF1Uq4fK1Cvd5wcu6dv,https://api.spotify.com/v1/audio-analysis/2SfQF1Uq4fK1Cvd5wcu6dv,104320,4,
Nick Swardson,British Kid,british,0.443,0.859,5,-8.572,0,0.95,0.862,0,0.777,0.314,80.112,audio_features,3BlCQ4OCaX0xk3TnNqVrAd,spotify:track:3BlCQ4OCaX0xk3TnNqVrAd,https://api.spotify.com/v1/tracks/3BlCQ4OCaX0xk3TnNqVrAd,https://api.spotify.com/v1/audio-analysis/3BlCQ4OCaX0xk3TnNqVrAd,73573,3,
MemeHub,British Girls Be Like,british,0.893,0.614,7,-8.891,1,0.321,0.388,0,0.108,0.416,140.046,audio_features,1GumvvEE7P6t8VadnKKJdi,spotify:track:1GumvvEE7P6t8VadnKKJdi,https://api.spotify.com/v1/tracks/1GumvvEE7P6t8VadnKKJdi,https://api.spotify.com/v1/audio-analysis/1GumvvEE7P6t8VadnKKJdi,129202,4,
British Mudi,Blessings,british,0.686,0.719,1,-6.941,0,0.0328,0.35,0.00124,0.106,0.763,110.974,audio_features,2aDTxclr5Gz5ij5snj5x33,spotify:track:2aDTxclr5Gz5ij5snj5x33,https://api.spotify.com/v1/tracks/2aDTxclr5Gz5ij5snj5x33,https://api.spotify.com/v1/audio-analysis/2aDTxclr5Gz5ij5snj5x33,193228,4,
Pointy Features,British Summer,british,0.62,0.235,2,-9.969,1,0.0288,0.812,0.917,0.113,0.141,75.964,audio_features,7s1feYRckPNOLBd5ZhQ3v4,spotify:track:7s1feYRckPNOLBd5ZhQ3v4,https://api.spotify.com/v1/tracks/7s1feYRckPNOLBd5ZhQ3v4,https://api.spotify.com/v1/audio-analysis/7s1feYRckPNOLBd5ZhQ3v4,146053,4,
Jeorge K,British Gandal,british,0.643,0.162,0,-12.171,1,0.0357,0.463,0.877,0.237,0.0375,110.026,audio_features,1hhMFAPmTZLGXJqrePOhbE,spotify:track:1hhMFAPmTZLGXJqrePOhbE,https://api.spotify.com/v1/tracks/1hhMFAPmTZLGXJqrePOhbE,https://api.spotify.com/v1/audio-analysis/1hhMFAPmTZLGXJqrePOhbE,117043,4,
Pete Holmes,British It,british,0.313,0.973,0,-9.963,1,0.735,0.9,0,0.416,0.0716,76.658,audio_features,4g5qrKLJAygqjUPnHvb4vU,spotify:track:4g5qrKLJAygqjUPnHvb4vU,https://api.spotify.com/v1/tracks/4g5qrKLJAygqjUPnHvb4vU,https://api.spotify.com/v1/audio-analysis/4g5qrKLJAygqjUPnHvb4vU,155606,4,
Dark Polo Gang,British,british,0.84,0.488,9,-7.717,1,0.168,0.00875,8.39e-05,0.0474,0.307,95.987,audio_features,3eIRxkHV1xKsSJ8WWFfGjE,spotify:track:3eIRxkHV1xKsSJ8WWFfGjE,https://api.spotify.com/v1/tracks/3eIRxkHV1xKsSJ8WWFfGjE,https://api.spotify.com/v1/audio-analysis/3eIRxkHV1xKsSJ8WWFfGjE,188850,4,
Hinds,British Mind,british,0.58,0.738,11,-5.649,1,0.0403,0.029,5.21e-05,0.159,0.806,126.01,audio_features,1QNwHR5HDFYe9QMtxNgK24,spotify:track:1QNwHR5HDFYe9QMtxNgK24,https://api.spotify.com/v1/tracks/1QNwHR5HDFYe9QMtxNgK24,https://api.spotify.com/v1/audio-analysis/1QNwHR5HDFYe9QMtxNgK24,192127,4,
Madd,British Racing Green,british,0.674,0.57,2,-12.453,1,0.0492,0.0279,0.0483,0.0879,0.402,113.923,audio_features,6LqDiUWrGiUpnV71NCXe0V,spotify:track:6LqDiUWrGiUpnV71NCXe0V,https://api.spotify.com/v1/tracks/6LqDiUWrGiUpnV71NCXe0V,https://api.spotify.com/v1/audio-analysis/6LqDiUWrGiUpnV71NCXe0V,244762,4,
National Anthem Band,British National Anthem "God Save the Queen",british,0.24,0.436,10,-10.751,1,0.041,0.913,0.132,0.227,0.365,124.382,audio_features,2DQhsEN2O1evDafa6Wi2Mb,spotify:track:2DQhsEN2O1evDafa6Wi2Mb,https://api.spotify.com/v1/tracks/2DQhsEN2O1evDafa6Wi2Mb,https://api.spotify.com/v1/audio-analysis/2DQhsEN2O1evDafa6Wi2Mb,158891,4,
Yugo Kanno,British Blue,british,0.385,0.623,5,-10.423,0,0.174,0.591,0.168,0.768,0.382,162.064,audio_features,3QCagRpHvoNO7070UAZq6S,spotify:track:3QCagRpHvoNO7070UAZq6S,https://api.spotify.com/v1/tracks/3QCagRpHvoNO7070UAZq6S,https://api.spotify.com/v1/audio-analysis/3QCagRpHvoNO7070UAZq6S,159520,4,
Randy Edelman,The British Arrival,british,0.161,0.0659,4,-26.49,1,0.0438,0.891,0.939,0.1,0.0394,109.446,audio_features,586dvOx61CsG5w079NCbjG,spotify:track:586dvOx61CsG5w079NCbjG,https://api.spotify.com/v1/tracks/586dvOx61CsG5w079NCbjG,https://api.spotify.com/v1/audio-analysis/586dvOx61CsG5w079NCbjG,122907,4,
Judas Priest,Breaking the Law,british,0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,audio_features,2RaA6kIcvomt77qlIgGhCT,spotify:track:2RaA6kIcvomt77qlIgGhCT,https://api.spotify.com/v1/tracks/2RaA6kIcvomt77qlIgGhCT,https://api.spotify.com/v1/audio-analysis/2RaA6kIcvomt77qlIgGhCT,153840,4,
Tristian Fitzmaurice,I Can Sing A Rainbow,british,0.593,0.00864,0,-25.273,1,0.0559,0.99,0.958,0.14,0.674,132.772,audio_features,4z34BTsWVB44l98BrafyHp,spotify:track:4z34BTsWVB44l98BrafyHp,https://api.spotify.com/v1/tracks/4z34BTsWVB44l98BrafyHp,https://api.spotify.com/v1/audio-analysis/4z34BTsWVB44l98BrafyHp,118875,4,
Judas Priest,Living After Midnight,british,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,audio_features,0IXpUl1fn2QZcBavfuq0H4,spotify:track:0IXpUl1fn2QZcBavfuq0H4,https://api.spotify.com/v1/tracks/0IXpUl1fn2QZcBavfuq0H4,https://api.spotify.com/v1/audio-analysis/0IXpUl1fn2QZcBavfuq0H4,210133,4,
Rod Stewart,All Right Now,british,0.683,0.694,1,-15.984,1,0.0347,0.0516,0.0541,0.122,0.668,123.74,audio_features,4i53VkyJTeGrP24LGRhrte,spotify:track:4i53VkyJTeGrP24LGRhrte,https://api.spotify.com/v1/tracks/4i53VkyJTeGrP24LGRhrte,https://api.spotify.com/v1/audio-analysis/4i53VkyJTeGrP24LGRhrte,282267,4,
Tristian Fitzmaurice,Mary, Mary, Quite Contrary,british,0.554,0.0826,10,-25.88,1,0.0885,0.993,0.971,0.128,0.486,130.128,audio_features,0PT2xlrQQY4DdnaJ0e77CS,spotify:track:0PT2xlrQQY4DdnaJ0e77CS,https://api.spotify.com/v1/tracks/0PT2xlrQQY4DdnaJ0e77CS,https://api.spotify.com/v1/audio-analysis/0PT2xlrQQY4DdnaJ0e77CS,116375,3,
Joe Cocker,Two Wrongs,british,0.735,0.749,10,-11.976,1,0.0389,0.051,0.000517,0.0682,0.793,117.973,audio_features,1N5SRIEClgYPUopoUbdlhW,spotify:track:1N5SRIEClgYPUopoUbdlhW,https://api.spotify.com/v1/tracks/1N5SRIEClgYPUopoUbdlhW,https://api.spotify.com/v1/audio-analysis/1N5SRIEClgYPUopoUbdlhW,244307,4,
Thin Lizzy,We Will Be Strong,british,0.386,0.715,1,-13.52,0,0.0437,0.00803,2.45e-06,0.262,0.586,137.497,audio_features,6NszRlBqO5lHTmEeJjiBKN,spotify:track:6NszRlBqO5lHTmEeJjiBKN,https://api.spotify.com/v1/tracks/6NszRlBqO5lHTmEeJjiBKN,https://api.spotify.com/v1/audio-analysis/6NszRlBqO5lHTmEeJjiBKN,311000,4,
All Saints,Never Ever,british,0.738,0.541,1,-5.485,1,0.0311,0.559,0,0.0492,0.309,134.187,audio_features,6ZqShH7EyyJ5ofSs8CZ9pT,spotify:track:6ZqShH7EyyJ5ofSs8CZ9pT,https://api.spotify.com/v1/tracks/6ZqShH7EyyJ5ofSs8CZ9pT,https://api.spotify.com/v1/audio-analysis/6ZqShH7EyyJ5ofSs8CZ9pT,387573,4,
Bad Company,Shake It Up,british,0.536,0.661,7,-12.063,1,0.0286,0.00825,0,0.0634,0.844,106.222,audio_features,3VF54ziTh2m0STmn6liuU9,spotify:track:3VF54ziTh2m0STmn6liuU9,https://api.spotify.com/v1/tracks/3VF54ziTh2m0STmn6liuU9,https://api.spotify.com/v1/audio-analysis/3VF54ziTh2m0STmn6liuU9,238507,4,
Yes,Cinema,british,0.27,0.813,7,-13.351,1,0.0778,0.0145,0.905,0.307,0.0645,140.532,audio_features,0UpE5LjmR6u2H5J7uvWvlO,spotify:track:0UpE5LjmR6u2H5J7uvWvlO,https://api.spotify.com/v1/tracks/0UpE5LjmR6u2H5J7uvWvlO,https://api.spotify.com/v1/audio-analysis/0UpE5LjmR6u2H5J7uvWvlO,126960,3,
Jethro Tull,Beastie,british,0.511,0.636,6,-9.643,1,0.0439,0.0119,0.0964,0.306,0.484,97.611,audio_features,5a02NkFAfzHI46hK2VeUTH,spotify:track:5a02NkFAfzHI46hK2VeUTH,https://api.spotify.com/v1/tracks/5a02NkFAfzHI46hK2VeUTH,https://api.spotify.com/v1/audio-analysis/5a02NkFAfzHI46hK2VeUTH,240093,4,
Razorlight,America,british,0.314,0.565,2,-5.022,1,0.0317,0.295,6.85e-06,0.345,0.184,89.879,audio_features,0vVxIQdqs8uVqoWqNpkzwa,spotify:track:0vVxIQdqs8uVqoWqNpkzwa,https://api.spotify.com/v1/tracks/0vVxIQdqs8uVqoWqNpkzwa,https://api.spotify.com/v1/audio-analysis/0vVxIQdqs8uVqoWqNpkzwa,250600,4,
Gabrielle,Dreams,british,0.751,0.467,9,-13.652,1,0.036,0.173,0,0.217,0.568,98.783,audio_features,3U0xko5uT0MfOKI3oLnWKv,spotify:track:3U0xko5uT0MfOKI3oLnWKv,https://api.spotify.com/v1/tracks/3U0xko5uT0MfOKI3oLnWKv,https://api.spotify.com/v1/audio-analysis/3U0xko5uT0MfOKI3oLnWKv,222773,4,
Gerry Rafferty,Wastin' Away,british,0.631,0.617,7,-10.441,1,0.0434,0.0747,0.0006,0.29,0.439,130.375,audio_features,52qdrFTgyPSKKfXCQQVav2,spotify:track:52qdrFTgyPSKKfXCQQVav2,https://api.spotify.com/v1/tracks/52qdrFTgyPSKKfXCQQVav2,https://api.spotify.com/v1/audio-analysis/52qdrFTgyPSKKfXCQQVav2,208973,4,
The Stranglers,Tramp,british,0.547,0.89,5,-9.499,1,0.0778,0.0312,0.00605,0.33,0.53,148.465,audio_features,39eEH7ZoMXIBpZwwntr2ij,spotify:track:39eEH7ZoMXIBpZwwntr2ij,https://api.spotify.com/v1/tracks/39eEH7ZoMXIBpZwwntr2ij,https://api.spotify.com/v1/audio-analysis/39eEH7ZoMXIBpZwwntr2ij,184120,4,
Diamond Head,Am I Evil,british,0.197,0.931,9,-9.489,1,0.071,2.81e-05,0.0185,0.139,0.325,158.003,audio_features,1O0JVedaK5RBgohlYic2Bl,spotify:track:1O0JVedaK5RBgohlYic2Bl,https://api.spotify.com/v1/tracks/1O0JVedaK5RBgohlYic2Bl,https://api.spotify.com/v1/audio-analysis/1O0JVedaK5RBgohlYic2Bl,468267,4,
Little Baby Bum Nursery Rhyme Friends,London Bridge,british,0.832,0.417,7,-10.811,1,0.0689,0.194,0,0.0792,0.913,81.018,audio_features,4KngDGFok3Ea5OELUu2ycm,spotify:track:4KngDGFok3Ea5OELUu2ycm,https://api.spotify.com/v1/tracks/4KngDGFok3Ea5OELUu2ycm,https://api.spotify.com/v1/audio-analysis/4KngDGFok3Ea5OELUu2ycm,104444,4,
Elvis Costello,Coal-Train Robberies,british,0.674,0.801,2,-6.791,0,0.0409,0.0451,0,0.143,0.832,129.994,audio_features,5MCnnlSQA0tB4vPCmTgsFZ,spotify:track:5MCnnlSQA0tB4vPCmTgsFZ,https://api.spotify.com/v1/tracks/5MCnnlSQA0tB4vPCmTgsFZ,https://api.spotify.com/v1/audio-analysis/5MCnnlSQA0tB4vPCmTgsFZ,196800,4,
Marillion,Incommunicado - 2018 Remix,british,0.321,0.928,5,-6.495,1,0.0915,0.00196,0.00258,0.0926,0.458,147.948,audio_features,7cUHQWalPwFGVoNJS4V0sk,spotify:track:7cUHQWalPwFGVoNJS4V0sk,https://api.spotify.com/v1/tracks/7cUHQWalPwFGVoNJS4V0sk,https://api.spotify.com/v1/audio-analysis/7cUHQWalPwFGVoNJS4V0sk,317307,4,
Henry Purcell,King Arthur, Z. 628, "The British Worthy": Air,british,0.36,0.00764,1,-24.824,0,0.045,0.937,0.437,0.171,0.219,113.982,audio_features,3snc9m6T0b0TuxtSEsmP4U,spotify:track:3snc9m6T0b0TuxtSEsmP4U,https://api.spotify.com/v1/tracks/3snc9m6T0b0TuxtSEsmP4U,https://api.spotify.com/v1/audio-analysis/3snc9m6T0b0TuxtSEsmP4U,85933,3,
David Tomlinson,A British Bank (The Life I Lead) - From "Mary Poppins"/Soundtrack Version,british,0.761,0.264,8,-18.554,1,0.914,0.889,0,0.0751,0.599,124.439,audio_features,0yclrJ4QJquwTXgyr35F1Q,spotify:track:0yclrJ4QJquwTXgyr35F1Q,https://api.spotify.com/v1/tracks/0yclrJ4QJquwTXgyr35F1Q,https://api.spotify.com/v1/audio-analysis/0yclrJ4QJquwTXgyr35F1Q,128440,5,
Foghat,Stranger In My Home Town,british,0.7,0.883,2,-8.178,0,0.0399,0.17,4.12e-05,0.268,0.869,133.562,audio_features,0kId15jmZVE8QUKR8JvgDd,spotify:track:0kId15jmZVE8QUKR8JvgDd,https://api.spotify.com/v1/tracks/0kId15jmZVE8QUKR8JvgDd,https://api.spotify.com/v1/audio-analysis/0kId15jmZVE8QUKR8JvgDd,263560,4,
Judas Priest,Metal Gods,british,0.578,0.854,6,-6.558,0,0.0296,0.0265,0.00141,0.146,0.424,101.181,audio_features,0VFfZVCFNe1I2IIChVBR5m,spotify:track:0VFfZVCFNe1I2IIChVBR5m,https://api.spotify.com/v1/tracks/0VFfZVCFNe1I2IIChVBR5m,https://api.spotify.com/v1/audio-analysis/0VFfZVCFNe1I2IIChVBR5m,238293,4,
Judas Priest,United,british,0.633,0.643,6,-6.791,0,0.0574,0.278,0,0.286,0.724,84.53,audio_features,5QJTiFUvKTVEwcDrek3xpU,spotify:track:5QJTiFUvKTVEwcDrek3xpU,https://api.spotify.com/v1/tracks/5QJTiFUvKTVEwcDrek3xpU,https://api.spotify.com/v1/audio-analysis/5QJTiFUvKTVEwcDrek3xpU,215267,4,
Fredrico Bayco,Elizabethan Masque,british,0.217,0.0693,9,-28.017,0,0.0386,0.956,0.81,0.108,0.0782,64.241,audio_features,7gIfYC1u2xPLuihb86wdwn,spotify:track:7gIfYC1u2xPLuihb86wdwn,https://api.spotify.com/v1/tracks/7gIfYC1u2xPLuihb86wdwn,https://api.spotify.com/v1/audio-analysis/7gIfYC1u2xPLuihb86wdwn,147027,3,
Judas Priest,Grinder,british,0.437,0.881,2,-4.934,1,0.0561,0.0673,4.05e-05,0.104,0.592,139.895,audio_features,54IuIxOITRtbK8cU7fHIQf,spotify:track:54IuIxOITRtbK8cU7fHIQf,https://api.spotify.com/v1/tracks/54IuIxOITRtbK8cU7fHIQf,https://api.spotify.com/v1/audio-analysis/54IuIxOITRtbK8cU7fHIQf,237800,4,
69glam,I'm British,british,0.657,0.245,11,-9.186,0,0.0405,0.122,0.234,0.0954,0.37,121.996,audio_features,4BNwowrkgozCARns8D7imB,spotify:track:4BNwowrkgozCARns8D7imB,https://api.spotify.com/v1/tracks/4BNwowrkgozCARns8D7imB,https://api.spotify.com/v1/audio-analysis/4BNwowrkgozCARns8D7imB,31504,4,
Al Bowlly,Midnight, The Stars and You,british,0.44,0.0966,2,-21.739,0,0.035,0.97,0.375,0.122,0.473,136.701,audio_features,1YmTsBtaz3K6sazwsXkYWW,spotify:track:1YmTsBtaz3K6sazwsXkYWW,https://api.spotify.com/v1/tracks/1YmTsBtaz3K6sazwsXkYWW,https://api.spotify.com/v1/audio-analysis/1YmTsBtaz3K6sazwsXkYWW,208400,4,
Judas Priest,Rapid Fire,british,0.375,0.994,2,-5.829,1,0.0902,0.000267,0.00075,0.316,0.259,135.431,audio_features,1Ym7220l4W7Yz7Yt26rWSr,spotify:track:1Ym7220l4W7Yz7Yt26rWSr,https://api.spotify.com/v1/tracks/1Ym7220l4W7Yz7Yt26rWSr,https://api.spotify.com/v1/audio-analysis/1Ym7220l4W7Yz7Yt26rWSr,248000,4,
